"ID_MEASURING_RECORD","VOIVODESHIP","TOWN","MEASURING_POINT_CODE","LATITUDE","LONGITUDE","DATE_MEASUREMENT_START","DATE_MEASUREMENT_END","PERIOD_AND_TIME_SAMPLING","AVG_NOISE_LVL"
"533","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","70.10"
"534","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","70.20"
"535","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","70.40"
"536","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","70.50"
"537","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","70.60"
"538","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","70.90"
"539","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","73.00"
"540","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","73.40"
"541","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","68.20"
"542","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","68.70"
"543","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","68.80"
"544","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","69.60"
"545","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","69.70"
"546","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","69.80"
"547","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","69.90"
"548","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.00"
"549","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.10"
"550","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.20"
"551","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.30"
"552","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.40"
"553","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.50"
"554","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.60"
"555","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.70"
"556","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.80"
"557","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","70.90"
"558","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.00"
"559","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.10"
"560","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.20"
"561","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.30"
"562","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.40"
"563","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.50"
"564","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.60"
"565","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.70"
"566","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.80"
"567","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","71.90"
"568","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.00"
"569","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.10"
"570","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.20"
"571","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.30"
"572","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.40"
"573","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.50"
"574","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.60"
"575","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.70"
"576","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.80"
"577","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","72.90"
"578","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.00"
"579","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.10"
"580","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.20"
"581","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.30"
"582","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.40"
"583","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.50"
"584","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.60"
"585","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.70"
"586","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.80"
"587","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","73.90"
"588","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.00"
"589","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.10"
"590","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.20"
"591","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.30"
"592","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.40"
"593","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.60"
"594","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.70"
"595","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.80"
"596","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","74.90"
"597","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","75.00"
"598","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","75.10"
"599","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","75.70"
"600","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","75.90"
"601","Lower Silesian (dolnoslaskie)","Wroclaw","D_02_000358_001","51.1033","17.0241","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","76.10"
"602","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000336_001","50.8454","16.4773","11/05/2018 09:17:00","22/10/2018 18:43:00","Day 16h","66.90"
"603","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000336_001","50.8454","16.4773","15/10/2018 22:00:00","16/10/2018 06:00:00","Night 8h","58.50"
"604","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000337_001","50.8321","16.5069","15/05/2018 09:46:00","31/07/2018 19:46:00","Day 16h","67.60"
"605","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000337_001","50.8321","16.5069","16/10/2018 22:00:00","17/10/2018 06:00:00","Night 8h","63.10"
"606","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000338_001","50.8485","16.4999","15/05/2018 11:16:00","31/07/2018 18:50:00","Day 16h","66.40"
"607","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000338_001","50.8485","16.4999","16/10/2018 22:00:00","17/10/2018 06:00:00","Night 8h","59.90"
"608","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000339_001","50.8541","16.4696","23/05/2018 09:00:00","22/10/2018 19:33:00","Day 16h","68.90"
"609","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000339_001","50.8541","16.4696","16/10/2018 22:00:00","17/10/2018 06:00:00","Night 8h","61.00"
"610","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000352_001","50.8383","16.4799","11/05/2018 10:27:00","25/06/2018 18:55:00","Day 16h","64.60"
"611","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000352_001","50.8383","16.4799","15/10/2018 22:00:00","16/10/2018 06:00:00","Night 8h","56.40"
"612","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","59.60"
"613","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","61.10"
"614","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","61.90"
"615","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","62.40"
"616","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","63.40"
"617","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","63.50"
"618","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","64.40"
"619","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 12h","65.00"
"620","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Day 16h","64.30"
"621","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","54.80"
"622","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","55.00"
"623","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","56.30"
"624","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","57.20"
"625","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","57.40"
"626","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","58.00"
"627","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","58.50"
"628","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Night 8h","59.50"
"629","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","59.60"
"630","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","59.80"
"631","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","60.80"
"632","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","61.20"
"633","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","61.30"
"634","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","61.70"
"635","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","62.00"
"636","Lower Silesian (dolnoslaskie)","Swidnica","D_02_000353_001","50.8427","16.4591","01/01/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","65.30"
"637","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/01/2018 00:00:00","31/01/2018 23:59:00","Day 12h","65.50"
"638","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/01/2018 00:00:00","31/01/2018 23:59:00","Day 16h","65.10"
"639","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/01/2018 00:00:00","31/01/2018 23:59:00","Night 8h","56.70"
"640","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/01/2018 00:00:00","31/01/2018 23:59:00","Evening 4h","63.70"
"641","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/02/2018 00:00:00","28/02/2018 23:59:00","Day 12h","64.90"
"642","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/02/2018 00:00:00","28/02/2018 23:59:00","Day 16h","64.50"
"643","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/02/2018 00:00:00","28/02/2018 23:59:00","Night 8h","56.10"
"644","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/02/2018 00:00:00","28/02/2018 23:59:00","Evening 4h","63.10"
"645","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/03/2018 00:00:00","31/03/2018 23:59:00","Day 12h","65.20"
"646","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/03/2018 00:00:00","31/03/2018 23:59:00","Day 16h","64.80"
"647","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/03/2018 00:00:00","31/03/2018 23:59:00","Night 8h","56.70"
"648","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/03/2018 00:00:00","31/03/2018 23:59:00","Evening 4h","63.30"
"649","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/04/2018 00:00:00","30/04/2018 23:59:00","Day 12h","64.50"
"650","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/04/2018 00:00:00","30/04/2018 23:59:00","Day 16h","64.30"
"651","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/04/2018 00:00:00","30/04/2018 23:59:00","Night 8h","56.90"
"652","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/04/2018 00:00:00","30/04/2018 23:59:00","Evening 4h","63.60"
"653","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/05/2018 00:00:00","31/05/2018 23:59:00","Day 12h","63.90"
"654","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/05/2018 00:00:00","31/05/2018 23:59:00","Day 16h","63.70"
"655","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/05/2018 00:00:00","31/05/2018 23:59:00","Night 8h","57.00"
"656","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/05/2018 00:00:00","31/05/2018 23:59:00","Evening 4h","63.00"
"657","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/06/2018 00:00:00","30/06/2018 23:59:00","Day 12h","64.30"
"658","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/06/2018 00:00:00","30/06/2018 23:59:00","Day 16h","64.00"
"659","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/06/2018 00:00:00","30/06/2018 23:59:00","Night 8h","57.30"
"660","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/06/2018 00:00:00","30/06/2018 23:59:00","Evening 4h","63.20"
"661","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/07/2018 00:00:00","31/07/2018 23:59:00","Day 12h","64.60"
"662","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/07/2018 00:00:00","31/07/2018 23:59:00","Day 16h","64.30"
"663","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/07/2018 00:00:00","31/07/2018 23:59:00","Night 8h","57.20"
"664","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/07/2018 00:00:00","31/07/2018 23:59:00","Evening 4h","63.40"
"665","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/08/2018 00:00:00","31/08/2018 23:59:00","Day 12h","63.80"
"666","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/08/2018 00:00:00","31/08/2018 23:59:00","Day 16h","63.60"
"667","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/08/2018 00:00:00","31/08/2018 23:59:00","Night 8h","57.10"
"668","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/08/2018 00:00:00","31/08/2018 23:59:00","Evening 4h","62.90"
"669","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/09/2018 00:00:00","30/09/2018 23:59:00","Day 12h","64.20"
"670","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/09/2018 00:00:00","30/09/2018 23:59:00","Day 16h","64.00"
"671","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/09/2018 00:00:00","30/09/2018 23:59:00","Night 8h","57.00"
"672","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/09/2018 00:00:00","30/09/2018 23:59:00","Evening 4h","63.20"
"673","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/10/2018 00:00:00","31/10/2018 23:59:00","Day 12h","65.30"
"674","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/10/2018 00:00:00","31/10/2018 23:59:00","Day 16h","65.00"
"675","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/10/2018 00:00:00","31/10/2018 23:59:00","Night 8h","57.40"
"676","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/10/2018 00:00:00","31/10/2018 23:59:00","Evening 4h","63.80"
"677","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/11/2018 00:00:00","30/11/2018 23:59:00","Day 12h","65.80"
"678","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/11/2018 00:00:00","30/11/2018 23:59:00","Day 16h","65.20"
"679","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/11/2018 00:00:00","30/11/2018 23:59:00","Night 8h","57.30"
"680","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/11/2018 00:00:00","30/11/2018 23:59:00","Evening 4h","64.10"
"681","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/12/2018 00:00:00","31/12/2018 23:59:00","Day 12h","65.20"
"682","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/12/2018 00:00:00","31/12/2018 23:59:00","Day 16h","65.00"
"683","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/12/2018 00:00:00","31/12/2018 23:59:00","Night 8h","57.80"
"684","Kuyavian-Pomeranian (kujawsko-pomorskie)","Bydgoszcz","D_04_000005_001","53.1217","17.9880","01/12/2018 00:00:00","31/12/2018 23:59:00","Evening 4h","64.10"
"685","Kuyavian-Pomeranian (kujawsko-pomorskie)","Gajewo","D_04_000148_001","53.6334","18.6422","28/11/2018 09:00:00","29/11/2018 08:00:00","Day 16h","56.00"
"686","Kuyavian-Pomeranian (kujawsko-pomorskie)","Gajewo","D_04_000148_001","53.6334","18.6422","28/11/2018 09:00:00","29/11/2018 08:00:00","Night 8h","56.00"
"687","Kuyavian-Pomeranian (kujawsko-pomorskie)","Gajewo","D_04_000148_002","53.6314","18.6419","28/11/2018 09:00:00","29/11/2018 08:00:00","Day 16h","59.30"
"688","Kuyavian-Pomeranian (kujawsko-pomorskie)","Gajewo","D_04_000148_002","53.6314","18.6419","28/11/2018 09:00:00","29/11/2018 08:00:00","Night 8h","55.90"
"689","Kuyavian-Pomeranian (kujawsko-pomorskie)","Gajewo","D_04_000148_003","53.6167","18.6332","28/11/2018 09:00:00","29/11/2018 08:00:00","Day 16h","56.50"
